src,trg,theta
我想让阳光温暖你,用用星光装点你,0
用用星光装点你,用美酒陶醉你,0
用美酒陶醉你,用金钱砸晕你,0
用金钱砸晕你,用烟花璀璨你,0
用烟花璀璨你,用幸福淹没你,0
用幸福淹没你,可我不做上帝很久了,0
用口琴的小调回忆我们过去的平安夜,用钢琴的华丽大调纪念我们今天的平安夜,0
用钢琴的华丽大调纪念我们今天的平安夜,用心跳的协奏曲祈望我们未来的平安夜,0
用心跳的协奏曲祈望我们未来的平安夜,平安夜,0
平安夜,我们要永远一起过,0
一个美丽的微笑送给你,祝你有个好心情,0
祝你有个好心情,一首圣诞的歌曲唱给你,0
一首圣诞的歌曲唱给你,祝你开心无比,0
祝你开心无比,一段胶漆的友情带给你,0
一段胶漆的友情带给你,祝你事事顺利,0
祝你事事顺利,圣诞不许不快乐哦,0
装满一袋袋的爱心,装满一箱箱的爱恋,0
装满一箱箱的爱恋,装满一车车的祝愿,0
装满一车车的祝愿,委托圣诞老人送到你的身边,0
委托圣诞老人送到你的身边,愿你将我的爱深深体验,0
愿你将我的爱深深体验,感受我无边的思念,0
感受我无边的思念,祝你圣诞快乐,0
祝你圣诞快乐,甜蜜每一天,0
烛光星星点点,那是我想你的眼,0
那是我想你的眼,真心话藏在枝叶间,0
真心话藏在枝叶间,摇曳着思绪无限,0
摇曳着思绪无限,为你采撷雪花一片,0
为你采撷雪花一片,融化在爱的心田,0
融化在爱的心田,此时此刻,0
此时此刻,因想你而不再孤单,0
因想你而不再孤单,亲,0
亲,圣诞快乐,0
西方人的圣诞,喜庆狂欢,0
喜庆狂欢,中国人的圣诞,0
中国人的圣诞,以传祝愿,0
以传祝愿,你的圣诞,0
你的圣诞,祝福快乐收不完,0
祝福快乐收不完,我的圣诞,0
我的圣诞,你快乐是我最大心愿,0
平安夜满天星,是我求圣诞老公公给你的祝福,0
是我求圣诞老公公给你的祝福,当每一丝星光接触到你的眼光,0
当每一丝星光接触到你的眼光,都将化作轻柔的情呵护你甜梦到天明,0
都将化作轻柔的情呵护你甜梦到天明,愿你度过一个快乐的圣诞节,0
没有雪花,依然浪漫,0
依然浪漫,即使寒冬,0
即使寒冬,倍感温暖,0
倍感温暖,炉火熊熊,0
炉火熊熊,张灯结彩,0
张灯结彩,圣诞树下,0
圣诞树下,礼物如山,0
礼物如山,钟声敲响,0
钟声敲响,吉祥浪漫,0
吉祥浪漫,祝福声声,0
祝福声声,幸福永远,0
爸爸妈妈：值此佳节,感谢您们所给予的一切,0
寄上一份礼物,希望你们会喜欢,0
圣诞之际,祝你心中有首快乐的歌,0
祝你心中有首快乐的歌,新年快乐,0
在圣诞和新年来临之际,祝福你平安、快乐、幸福,0
致以热烈的祝贺和良好的祝福,圣诞快乐,0
圣诞快乐,新年快乐,0
美丽的圣诞节之际,谨致我的思念与祝福,0
寄上无限的思念和最美好的祝愿,你们的女儿,0
寄上佳节的祝福,你们的儿子汤姆敬上,0
圣诞节转眼又到,又该迎接新的一年了,0
始终思念你,捎来圣诞佳节最美好的祝福,0
捎来圣诞佳节最美好的祝福,祝圣诞吉祥,0
祝圣诞吉祥,新年如意,0
在这辉煌快乐的圣诞佳节,献上一切美好的祝福,0
献上一切美好的祝福,祝一切顺心如意,0
祝圣诞快乐,新年充满幸福和成功,0
圣诞节一年只有一次,但每次来临都带来喜悦,0
给你特别的祝福,愿圣诞和新年带给你无边的幸福、如意,0
让温馨的祝愿、幸福的思念和友好的祝福,在圣诞佳节来到你身边,0
在圣诞佳节来到你身边,伴你左右,0
圣诞的祝福,平日的希冀,0
平日的希冀,愿你心境祥和、充满爱意,0
愿你心境祥和、充满爱意,愿你的世界全是美满,0
愿你一切称心如意,快乐无比,0
愿你的圣诞光彩夺目,愿你的新年灿烂辉煌,0
愿你的新年灿烂辉煌,佳节快乐,0
愿作夜空中最亮的一颗星星,夜夜陪伴在你身旁,0
夜夜陪伴在你身旁,当你感觉疲惫仰望星空时,0
当你感觉疲惫仰望星空时,空中点点星解是我洒向你的无尽祝福,0
空中点点星解是我洒向你的无尽祝福,祝你圣诞快乐,0
祝你圣诞快乐,幸福平安,0
忧愁是可微的,快乐是可积的,0
快乐是可积的,从圣诞钟声响起到正无穷的日子里,0
从圣诞钟声响起到正无穷的日子里,幸福是连续的,0
平安夜,升好炉火,0
升好炉火,持挂好袜子,0
持挂好袜子,准备迎接满脸烟囱灰的你的到来,0
在24日的晚上煮两个鸡蛋,我吃了一个,0
传说圣诞夜晚,星星许下二个心愿,0
星星许下二个心愿,一是愿天下所有人平安快乐,0
一是愿天下所有人平安快乐,另一个则是告诉正在看此讯息的幸运娃,0
另一个则是告诉正在看此讯息的幸运娃,圣诞节可以放假一天,0
圣诞节可以放假一天,不过请先请假,0
因为有了玫瑰才有美丽的爱情,因为有蔚蓝的天空才有人类的梦想,0
因为有蔚蓝的天空才有人类的梦想,因为有了你才让我浪费一毛钱的信息费,0
因为有了你才让我浪费一毛钱的信息费,圣诞快乐,0
圣诞佳节恭喜你,发个短信祝福你,0
发个短信祝福你,成功的事业属于你,0
成功的事业属于你,开心的笑容常伴你,0
开心的笑容常伴你,健康长寿想着你,0
健康长寿想着你,最后还要通知你,0
最后还要通知你,财神爷爷也要拜访你哦,0
圣诞老人问：今天是什么日子,小精灵说：今天是圣诞节啊,0
小精灵说：今天是圣诞节啊,圣诞老人说：哦,0
圣诞老人说：哦,真糟糕,0
真糟糕,有要加班了,0
哥们,圣诞夜你要请我吃饭,0
圣诞夜你要请我吃饭,如果不满足我的要求,0
如果不满足我的要求,我要把你的手机号码写在墙上,0
希望你每天都快乐得像炉子上的茶壶一样,虽然小屁屁被烧得滚烫,0
虽然小屁屁被烧得滚烫,但依然吹着开心的口哨,0
但依然吹着开心的口哨,冒着幸福的小泡泡,0
冒着幸福的小泡泡,圣诞快乐,0
因为有了玫瑰才有美丽的爱情,因为有蔚蓝的天空才有人类的梦想,0
因为有蔚蓝的天空才有人类的梦想,因为有了你才让我浪费一毛钱的信息费,0
因为有了你才让我浪费一毛钱的信息费,圣诞快乐,0
圣诞佳节恭喜你,发个短信祝福你,0
发个短信祝福你,成功的事业属于你,0
成功的事业属于你,开心的笑容常伴你,0
开心的笑容常伴你,健康长寿想着你,0
健康长寿想着你,最后还要通知你,0
最后还要通知你,财神爷爷也要拜访你哦,0
春节人们用筷子吃饺子,中秋节人们用手吃月饼,0
中秋节人们用手吃月饼,圣诞节人们用刀叉吃烧鹅,0
圣诞节人们用刀叉吃烧鹅,现在,0
现在,圣诞节快到了,0
圣诞节快到了,你还是躲一下吧,0
你还是躲一下吧,免得刀叉落到身上,0
每天吃一样的饭,没钱,0
没钱,每天做同样的梦,0
每天做同样的梦,向往,0
向往,每天做一样的事,0
每天做一样的事,工作,0
工作,每天想同样的人,0
每天想同样的人,思念,0
思念,每天默默的祈祷,0
每天默默的祈祷,祝福,0
听说你被拐卖,真的把我吓坏,0
真的把我吓坏,你虽从小痴呆,0
你虽从小痴呆,却对社会无害,0
却对社会无害,谁人如此大胆,0
谁人如此大胆,竟敢拿你去卖,0
竟敢拿你去卖,我真替他担心,0
我真替他担心,卖得掉才怪,0
考试零分叫鸭蛋,做坏事叫坏蛋,0
做坏事叫坏蛋,脑袋空空叫傻蛋,0
脑袋空空叫傻蛋,炒鱿鱼叫滚蛋,0
炒鱿鱼叫滚蛋,骂人叫混蛋,0
骂人叫混蛋,呜呼哀哉叫完蛋,0
呜呼哀哉叫完蛋,蛋吃不完的叫剩蛋圣诞快乐,0
听说你明天要生个蛋,真的吗,0
真的吗,那我得祝你生蛋圣诞快乐,0
那我得祝你生蛋圣诞快乐,再几天你的蛋蛋又要满月,0
再几天你的蛋蛋又要满月,那么我就也提前祝你圆蛋元旦吧,0
传说圣诞夜晚,星星许下二个心愿,0
星星许下二个心愿,一是愿天下所有人平安快乐,0
一是愿天下所有人平安快乐,另一个则是告诉正在看此讯息的幸运娃,0
另一个则是告诉正在看此讯息的幸运娃,圣诞节可以放假一天,0
圣诞节可以放假一天,不过请先请假,0
希望你每天都快乐得像炉子上的茶壶一样,虽然小屁屁被烧得滚烫,0
虽然小屁屁被烧得滚烫,但依然吹着开心的口哨,0
但依然吹着开心的口哨,冒着幸福的小泡泡,0
冒着幸福的小泡泡,圣诞快乐,0
春节人们用筷子吃饺子,中秋节人们用手吃月饼,0
中秋节人们用手吃月饼,圣诞节人们用刀叉吃烧鹅,0
圣诞节人们用刀叉吃烧鹅,现在,0
现在,圣诞节快到了,0
圣诞节快到了,你还是躲一下吧,0
你还是躲一下吧,免得刀叉落到身上,0
用中文说圣诞快乐,用英文说,0
用英文说,用心里话说我想要的圣诞礼物什么时候给我啊,0
圣诞节真的觉得好寂寞哦,因为没有你在身边,0
因为没有你在身边,其实我真的想你了,0
其实我真的想你了,好想好想好想让你陪我度过这个浪漫的平安夜,0
每天吃一样的饭,没钱,0
没钱,每天做同样的梦,0
每天做同样的梦,向往,0
向往,每天做一样的事,0
每天做一样的事,工作,0
工作,每天想同样的人,0
每天想同样的人,思念,0
思念,每天默默的祈祷,0
每天默默的祈祷,祝福,0
祝福,祝福你圣诞快乐,0
在这美好的平安夜里,主说可以实现我一个愿望,0
主说可以实现我一个愿望,我拿出地球仪说,0
我拿出地球仪说,要世界和平,0
要世界和平,主说太难了,0
主说太难了,我拿出你的照片说把这个人变漂亮吧,0
我拿出你的照片说把这个人变漂亮吧,主满头大汗说：把地球仪拿来我再看看,0
我在圣诞树旁静静的许愿,希望这宁静的夜的我的思念能随着飘絮的心情飞到你的身边,0
带给你,平安夜,0
平安夜,狂欢夜,0
狂欢夜,有你有丽才精彩,0
带着盈盈相思,带着温馨祈愿,0
带着温馨祈愿,祝福你圣诞快乐,0
但愿我寄予您的祝福是最新鲜最令你的感动的,祝福你圣诞快乐新年如意,0
当圣洁的雪花在天际飘零的时候,在平安夜,0
在平安夜,愿诺亚方舟能捎去诚挚问候,0
当我在触碰着冰冷的键盘,我犹豫着你,0
我犹豫着你,遥远的回忆淌在我的泪滴,0
遥远的回忆淌在我的泪滴,只有默默祝你圣诞快乐,0
当钟声响起,我就是你的别想错了,0
我就是你的别想错了,不是婚礼上的钟声,0
不是婚礼上的钟声,是圣诞的钟声,0
是圣诞的钟声,而我是你欠给礼物的人,0
我让爱的祝福化作片片晶莹的雪花,亲吻你的脸颊,0
亲吻你的脸颊,溶入你的心里,0
溶入你的心里,亲爱的,0
我擦亮阿拉丁的神灯,灯神说：我会满足你一个愿望,0
圣诞节到了,想想没什么送给你的,0
想想没什么送给你的,又不打算给你太多,0
圣诞节快到了,在这美好的日子里预祝你节日快乐,0
在这美好的日子里预祝你节日快乐,万事如意,0
平安之夜的使者,向你报一声平安,0
向你报一声平安,让这祥和的旋律,0
让这祥和的旋律,伴随你度过今晚,0
叮叮当叮叮当铃儿响叮当,在这浪漫的日子里,0
在这浪漫的日子里,我们一起到天亮,0
我们一起到天亮,给每一颗星星揭上铃铛,0
都说流星有求必应,我愿意守在星空之下,0
每一朵雪花飘下,每一个烟火燃起,0
每一个烟火燃起,每一秒时间流动,0
每一秒时间流动,每一份思念传送,0
每一份思念传送,都代表着我想要送你的每一个祝福：快乐圣诞节,0
都代表着我想要送你的每一个祝福：快乐圣诞节,浪漫平安夜,0
圣诞的雪依旧很大,可是亲爱的你在哪儿呢,0
可是亲爱的你在哪儿呢,圣诞老爷爷带着我的祝福找你好辛苦,0
圣诞老爷爷带着我的祝福找你好辛苦,终于找到了,0
终于找到了,回来告诉我：放心,0
回来告诉我：放心,他睡的猪窝真暖和,0
在这个平安夜,给我最重要的人一个最美的祝福,0
给我最重要的人一个最美的祝福,真心愿你平安快乐,0
真心愿你平安快乐,青春美丽,0
温馨又冰冷的圣诞夜里,到我这里来吧,0
到我这里来吧,把冰冷给我,0
把冰冷给我,温馨你留下吧,0
叮叮当叮叮当铃儿响叮当,在这浪漫的日子里,0
在这浪漫的日子里,我们一起到天亮,0
我们一起到天亮,给每一颗星星揭上铃铛,0
愿圣诞之夜的烛光,开启你心头一喜悦,0
开启你心头一喜悦,使你的新年亮丽辉煌,0
窗外的雪花在天空飘遥,教堂里的赞美诗在人群流动,0
教堂里的赞美诗在人群流动,我在祈祷,0
我在祈祷,你快回来,0
你快回来,我要对你说“没有你我不行”,0
圣诞的钟声在你我耳边敲响,愿你在这个特别的时候开心快乐,0
愿你在这个特别的时候开心快乐,永远幸福,0
圣诞的月光和雪花都不如你祝福我的话语,我把同的祝福给你,0
我把同的祝福给你,你快乐吗,0
送你一颗聚满礼物的圣诞树,顶上最大最亮的那颗星是我的真心,0
顶上最大最亮的那颗星是我的真心,下面挂的是我的痴心,0
下面挂的是我的痴心,制造材料的是我一颗不变有心：圣诞快乐,0
圣诞老人说所谓幸福是一个有健康的身体,有深爱你的人,0
有深爱你的人,一帮可依赖的朋友,0
一帮可依赖的朋友,当你收到此信息时,0
当你收到此信息时,一切随之拥有,0
也许岁月将往事退色,或许空间将彼此隔离,0
或许空间将彼此隔离,但知道珍惜的依然是真心的友谊将再次对你说声圣诞快乐,0
如果每年的今夜有一个很肥的老人从窗口跳进来抓住你,把你装进袋子里,0
把你装进袋子里,你不用担心,0
你不用担心,因为我想要的圣诞礼物就是你,0
考虑到24小时之内将会有铺天盖地的祝福短信堵塞网络,一向有远见聪明的我提前恭祝圣诞快乐、新年快乐,0
我默默祈祷愿圣诞老人能在即将到来的圣诞之夜送我一个与我牵手同伴共同度过这奇妙的圣诞夜,结果他将你送给我,0
我要把一切喜讯变成奶油,所有祝福柔成巧克力,0
所有祝福柔成巧克力,所有快乐做成蛋糕答谢你,0
所有快乐做成蛋糕答谢你,然后说声圣诞快乐,0
爱是雪,情是花,0
情是花,变成雪花飘你家,0
变成雪花飘你家,铃儿响,0
铃儿响,鹿儿跑,0
鹿儿跑,把我的心儿带给你,0
把我的心儿带给你,平安夜,0
平安夜,狂欢夜有你有我才精彩,0
真想在你身边搂着你的脖子,趴在你耳边,0
趴在你耳边,轻声说：圣诞节好想你,0
轻声说：圣诞节好想你,真的,0
真的,真的,0
真的,想你了,0
相识系于缘,相知系于诚,0
相知系于诚,一个真正的朋友不论在身何处,0
一个真正的朋友不论在身何处,总时时付出关和爱,0
每一朵雪花飘下,每一个烟火燃起,0
每一个烟火燃起,每一秒时间流动,0
每一秒时间流动,每一份思念传送,0
每一份思念传送,都代表着我想要送你的每一个祝福,0
白雪儿飘飘,鹿铃儿敲敲,0
鹿铃儿敲敲,甜蜜的平安夜又来到,0
甜蜜的平安夜又来到,快乐的圣诞节多美好,0
快乐的圣诞节多美好,老大,0
老大,辛苦了一年闲闲乐乐吧,0
以往的圣诞都是灰色的,今年有了你,0
今年有了你,一切都变得不同,0
一切都变得不同,我的世界一下子变得豁然开朗多姿多彩,0
我的世界一下子变得豁然开朗多姿多彩,我衷心地谢谢您,0
平安夜收到我托圣诞老人给你带的口信没有,啊,0
啊,没收到,0
没收到,这么糟老头子怎么搞的,0
这么糟老头子怎么搞的,我明明让他帮我说我爱你的,0
小巫婆：圣诞节就要到了,我有祝福给咧,0
我有祝福给咧,希望你不要笨笨呆呆的要可可爱爱的哎唷反正你就是要过的比我幸福就对了,0
你知道比尔盖茨在圣诞许的愿望是什么吗,是圣诞老人从窗户进入屋子,0
是圣诞老人从窗户进入屋子,而不是从烟囱,0
如果一个红衣老头突然跳进窗户,把你装进袋子里,0
把你装进袋子里,这时请勿担心,0
这时请勿担心,因为是我告诉圣诞老人,0
因为是我告诉圣诞老人,我要的圣诞礼物就是像你这样的朋友,0
无数个圣诞的祝福,那友谊,0
那友谊,厚厚积累的愉快记忆,0
厚厚积累的愉快记忆,人间的亲情,0
人间的亲情,天堂的温馨,0
天堂的温馨,终于带给了我们大家,0
圣诞节快乐,看短信的快把礼物送来,0
看短信的快把礼物送来,不然你这个圣诞夜会坐立不安的,0
不然你这个圣诞夜会坐立不安的,听到没有,0
听到没有,别笑大傻瓜,0
深深祝福,丝丝情谊,0
丝丝情谊,串串思念,0
串串思念,化作一份礼物,0
化作一份礼物,留在你的心田,0
留在你的心田,祝你圣诞快乐,0
祝你圣诞快乐,新年幸福,0
片片雪花,就象落叶缤纷伴着平安夜的钟声,0
就象落叶缤纷伴着平安夜的钟声,温暖你的每一个黑夜,0
温暖你的每一个黑夜,亲爱的,0
我擦亮阿拉丁的神灯,神说：我会满足你一个愿望,0
神说：我会满足你一个愿望,我说：请祝福所有正在看短信的朋友圣诞快乐,0
当钟声响起,我就是你的别想错了,0
我就是你的别想错了,不是婚礼上的钟声,0
不是婚礼上的钟声,是圣诞的钟声,0
是圣诞的钟声,而我是你欠给礼物的人,0
愿圣诞之光普照你的每一个日子,平安夜快乐,0
平安夜快乐,圣诞快乐,0
随着平安夜的到来,向你道一声：一生平安,0
如果圣诞老人给我一个机会,我会对你说：圣诞快乐,0
我会对你说：圣诞快乐,一定要在快乐上加上一个期限,0
嗨,你怎么还在这呢,0
你知道你的重要性吗,没了你,0
没了你,谁拉着圣诞老公公去给大家送礼物啊,0
谁拉着圣诞老公公去给大家送礼物啊,呵呵,0
随着随圣诞节的到来,向爸妈说一声：永远平安,0
向爸妈说一声：永远平安,让这祥和的旋律,0
让这祥和的旋律,伴你们度过一生,0
无论我在哪里,我离你只有一个转身的距离,0
我离你只有一个转身的距离,让我的心陪你在这个平安夜里的共同舞起,0
随着对圣诞夜的到来,又想起远方的同窗好友,0
又想起远方的同窗好友,问一声：你好吗,0
问一声：你好吗,道一声：圣诞快乐,0
道一声：圣诞快乐,愿友谊长存,0
愿友谊长存,祝新年愉快,0
深深祝福,丝丝情谊,0
丝丝情谊,串串思念,0
串串思念,化作一份礼物,0
化作一份礼物,留在你的心田,0
留在你的心田,祝你圣诞快乐,0
祝你圣诞快乐,新年幸福,0
以前的圣诞节总是认为圣诞老人不会将最好的礼物降临给我,但今年的圣诞节不同,0
但今年的圣诞节不同,有你的到来让我永远记起今天,0
如果一个红衣老头跳进你的窗户把你装进袋子里请勿担心,因为是我告诉他我要的圣诞礼物是像你这样的朋友,0
我在圣诞树旁静静的许愿,希望这宁静的夜的我的思念能随着飘絮的心情飞到你的身边,0
希望这宁静的夜的我的思念能随着飘絮的心情飞到你的身边,一个你我美好的圣诞夜,0
孩子,我是圣诞老人,0
我是圣诞老人,有一份圣诞大礼要送给你,0
有一份圣诞大礼要送给你,什么你们家没有烟囱,0
什么你们家没有烟囱,还不去买,0
无论我在哪里,我离你只有一个转身的距离,0
我离你只有一个转身的距离,让我的心陪你在这个平安夜里的共同舞起,0
圣诞之夜,请把你的愿望袜子放在床边,0
请把你的愿望袜子放在床边,我在一定会让你梦想成真,0
我在一定会让你梦想成真,收到我那份真挚的祝福,0
在这24号的晚上,煮两个鸡蛋,0
煮两个鸡蛋,我吃一个,0
我吃一个,送给你的就是一个圣诞,0
送给你的就是一个圣诞,祝你节日快乐,0
如果你是圣诞,我是元旦,0
我是元旦,你是圣诞老人,0
你是圣诞老人,我是驯鹿道夫,0
我是驯鹿道夫,你是圣诞老婆婆,0
你是圣诞老婆婆,我是圣诞老公公,0
我是圣诞老公公,祝你圣诞快乐,0
快乐圣诞,什么是圣诞快乐,0
什么是圣诞快乐,不是那快乐的阳光,0
不是那快乐的阳光,也不是鸟儿的啁啾,0
也不是鸟儿的啁啾,那是愉快的念头和幸福的笑容,0
那是愉快的念头和幸福的笑容,是温馨慈爱的问候,0
在这迷人的圣诞,你躲在家里生蛋蛋,0
你躲在家里生蛋蛋,生了一堆恐龙蛋,0
生了一堆恐龙蛋,还有一只小鸡蛋,0
还有一只小鸡蛋,猪,0
猪,圣诞快乐,0
圣诞节到了也,你有没有在床头挂起臭袜子哦,0
你有没有在床头挂起臭袜子哦,圣诞老公公会把我最好的礼物丢进去的,0
圣诞老公公会把我最好的礼物丢进去的,圣诞快乐,0
在这洋人的节日里,好想和你在一起,0
好想和你在一起,享受这醉人的气氛,0
享受这醉人的气氛,然而你我分割两地,0
然而你我分割两地,我只好在这轻声地对你说：“亲爱的,0
我只好在这轻声地对你说：“亲爱的,圣诞快乐,0
这是我发给你的三天后的信息,别偷看哦,0
别偷看哦,叫你别看,0
叫你别看,还看,0
还看,祝你圣诞快乐,0
我让爱的祝福化作片片晶莹的雪花,亲吻你的脸颊,0
亲吻你的脸颊,溶入你的心里,0
溶入你的心里,亲爱的,0
亲爱的,祝你圣诞快乐,0
圣诞树上耀眼的彩灯,那是我祈祷你平安一生,0
那是我祈祷你平安一生,圣诞夜里悠扬的钟声,0
圣诞夜里悠扬的钟声,那是我祝福你快乐一生,0
平安夜,祝福你,0
祝福你,我的朋友,0
我的朋友,温磬平安,0
温磬平安,欢乐时,0
欢乐时,我和你一道分享,0
我和你一道分享,不开心时,0
在这普天同庆的大日子里,我有万千祝福而无从说起,0
我有万千祝福而无从说起,只想很老土地向你说四个字圣诞快乐,0
我让爱的祝福化作片片晶莹的雪花,亲吻你的脸颊,0
亲吻你的脸颊,溶入你的心里,0
溶入你的心里,亲爱的,0
亲爱的,祝你新年快乐,0
心中常思念,日夜盼相见,0
日夜盼相见,圣诞同欢乐,0
圣诞同欢乐,千里共婵娟,0
心在飞扬,情在高昂,0
情在高昂,平安夜让我们一起,0
平安夜让我们一起,去聆听圣诞的钟声好吗,0
红红大帽头上戴,鸿运浩浩无边际,0
鸿运浩浩无边际,青青松树家里放,0
青青松树家里放,长寿绵绵无期限,0
长寿绵绵无期限,大大袜子床头挂,0
大大袜子床头挂,平安天天无休止,0
平安天天无休止,快乐圣诞,0
快乐圣诞,开心无限,0
开心无限,愿你幸福相随,0
愿你幸福相随,健康一生,0
圣诞的钟声敲响,鹿儿的蹄声回荡,0
鹿儿的蹄声回荡,温暖的歌声送上,0
温暖的歌声送上,幸福的笑容徜徉,0
幸福的笑容徜徉,圣诞来到,0
圣诞来到,愿你：“圣”下快乐,0
愿你：“圣”下快乐,“圣”下开心,0
“圣”下开心,“圣”下健康,0
“圣”下健康,“圣”下吉祥,0
快乐的圣诞小鹿,拉着幸运的雪橇,0
拉着幸运的雪橇,满载着吉祥如意送给你,0
满载着吉祥如意送给你,长寿的圣诞老人,0
长寿的圣诞老人,背着幸福的口袋,0
背着幸福的口袋,装满健康美满送给你,0
装满健康美满送给你,圣诞节到了,0
圣诞节到了,愿你开心过圣诞,0
愿你开心过圣诞,快乐每一天,0
快乐每一天,好运永相随,0
好运永相随,幸福常相伴,0
圣诞树上挂满着我最真切的思念,圣诞颂歌飘扬着我最美好的心意,0
圣诞颂歌飘扬着我最美好的心意,圣诞钟声中传递着我最真挚的祝福,0
圣诞钟声中传递着我最真挚的祝福,圣诞节,0
圣诞节,让快乐的氛围永远围绕你,0
让快乐的氛围永远围绕你,让幸福的味道永远追随你,0
有的人已经在发了,有的人还没开始发,0
有的人还没开始发,有的人正准备发了,0
有的人正准备发了,有的人压根就不想给你发,0
有的人压根就不想给你发,不管别人发不发,0
不管别人发不发,我的就第一个发来了：祝你圣诞快乐,0
将好运缠绕在圣诞树上,闪亮你的人生,0
闪亮你的人生,将快乐装在圣诞袜里,0
将快乐装在圣诞袜里,伴随你的前程,0
伴随你的前程,将幸福扣在圣诞帽里,0
将幸福扣在圣诞帽里,装点你的美梦,0
装点你的美梦,圣诞节,0
圣诞节,看烟花灿烂,0
看烟花灿烂,炫动你的热情,0
炫动你的热情,祝你快乐随行,0
祝你快乐随行,幸福一生,0
圣诞节没有烦恼,只有开心来找,0
只有开心来找,圣诞节没有忧愁,0
圣诞节没有忧愁,只有快乐当头,0
只有快乐当头,圣诞节没有痛苦,0
圣诞节没有痛苦,只有美满幸福,0
只有美满幸福,圣诞节没有压力,0
圣诞节没有压力,只有轻松传递,0
只有轻松传递,圣诞节,0
圣诞节,愿你心情好好的,0
天上雪花飘,白鹿随风跑,0
白鹿随风跑,圣诞老人一声笑,0
圣诞老人一声笑,吉祥礼物送来了,0
吉祥礼物送来了,打开礼包瞧一瞧,0
打开礼包瞧一瞧,快乐幸福冲云霄,0
快乐幸福冲云霄,还有祝福捎不少：祝你国好家好人也好,0
还有祝福捎不少：祝你国好家好人也好,事好业好心情好,0
事好业好心情好,总之一切都安好,0
朋友,如果平安夜当晚有个红衣胖老头儿从窗户爬进你屋子把你装进口袋,0
请不要怕,因为我对圣诞老人说：“想要一个你这样的朋友”,0
圣诞的夜,在祥和中徜徉,0
在祥和中徜徉,圣诞的心,0
圣诞的心,在思念中跳动,0
在思念中跳动,圣诞的爱,0
圣诞的爱,在烟花中绽放,0
在烟花中绽放,圣诞的情,0
圣诞的情,在空气中燃烧,0
在空气中燃烧,圣诞的我,0
圣诞的我,在夜色中想你：亲爱的,0
在夜色中想你：亲爱的,圣诞快乐,0
圣诞老人他,不畏寒冷满街跑,0
不畏寒冷满街跑,不惧山奇路也遥,0
不惧山奇路也遥,不嫌烟囱比他小,0
不嫌烟囱比他小,不怕别人把他笑,0
不怕别人把他笑,圣诞节到,0
圣诞节到,就让他替我向你问声好,0
就让他替我向你问声好,将我祝福向你转告：祝你节日快乐,0
一棵小松树,礼物挂满枝,0
礼物挂满枝,点燃红蜡烛,0
点燃红蜡烛,照亮幸福路,0
照亮幸福路,圣诞老人到,0
圣诞老人到,送来圣诞袜,0
送来圣诞袜,装满吉祥物,0
装满吉祥物,快乐大放送,0
快乐大放送,愿你开开心心过圣诞,0
愿你开开心心过圣诞,幸福健康每一天,0
叮叮当叮叮当,铃儿响叮当,0
铃儿响叮当,白雪飘,0
白雪飘,鹿铃儿敲,0
鹿铃儿敲,圣诞到,0
圣诞到,短信我把祝福表,0
短信我把祝福表,平安首先来报到,0
平安首先来报到,快乐随后跟着跑,0
快乐随后跟着跑,幸福甜蜜不可抛,0
幸福甜蜜不可抛,开心如意乐逍遥,0
开心如意乐逍遥,圣诞处处是美好,0
冬日的雪花飘飘荡荡,平安夜的钟声正要敲响,0
平安夜的钟声正要敲响,圣诞的喜庆满天飞扬,0
圣诞的喜庆满天飞扬,人们的微笑灿烂开放,0
人们的微笑灿烂开放,我的祝福也悄悄来到你的身旁：圣诞节愿你身体健康,0
我的祝福也悄悄来到你的身旁：圣诞节愿你身体健康,幸福吉祥,0
圣洁婴儿是耶稣,淡化心中千层苦,0
淡化心中千层苦,诞生牛棚很低调,0
诞生牛棚很低调,全世界人都知道,0
全世界人都知道,快乐的快送给你,0
快乐的快送给你,风风火火才给力,0
风风火火才给力,快乐的乐送给你,0
快乐的乐送给你,开开心心一辈子,0
开开心心一辈子,圣诞快乐,0
圣诞圣到了,我向你问好,0
我向你问好,你头戴圣诞帽,0
你头戴圣诞帽,幸福盖了帽,0
幸福盖了帽,你脚穿圣诞袜,0
你脚穿圣诞袜,万事顺利啦,0
万事顺利啦,你嘴吃泡泡糖,0
你嘴吃泡泡糖,快乐冒着泡,0
快乐冒着泡,你运气真的好,0
你运气真的好,金山为你倒,0
金山为你倒,祝你圣诞节快乐,0
祝你圣诞节快乐,幸福没完没了,0
送你一顶圣诞帽,快乐吉祥把你罩,0
快乐吉祥把你罩,送你一双圣诞袜,0
送你一双圣诞袜,平安幸福把你卡,0
平安幸福把你卡,送你一棵圣诞树,0
送你一棵圣诞树,钱财好运把你堵,0
钱财好运把你堵,送你一条圣诞信,0
送你一条圣诞信,健康开心把你顶,0
健康开心把你顶,圣诞快乐,0
爱情的甜蜜,是看你打开圣诞袜时的惊喜,0
是看你打开圣诞袜时的惊喜,爱情的喜悦,0
爱情的喜悦,是只为你一个人吟唱的圣诞颂歌,0
是只为你一个人吟唱的圣诞颂歌,爱情的温暖,0
爱情的温暖,是与你相拥看圣诞夜霓虹闪烁,0
是与你相拥看圣诞夜霓虹闪烁,亲爱的,0
亲爱的,圣诞快乐,0
万家灯火总会熄灭,圣诞的蜡烛也会熄灭,0
